广东省监狱、戒毒管理机关2025年考试录用公务员（人民警察）职位表,,,,,,,,,,,,,,,
广东省监狱管理局,5990001,北江监狱二级警长以下,59900012554089 ,从事监狱管理和教育改造工作,1,本科,学士,,"保密技术(B080914),保密管理(B120106)",,否,否,否,男性,韶关
广东省监狱管理局,5990001,北江监狱二级警长以下,59900012554090 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"中国语言文学(A0501),新闻传播学(A0503)","中国语言文学类(B0501),新闻传播学类(B0503)",,否,否,否,男性,韶关
广东省监狱管理局,5990001,北江监狱二级警长以下,59900012554091 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"管理科学与工程(A1201),工商管理(A1202),公共管理(A1204)","管理科学与工程类(B1201),工商管理类(B1202),公共管理类(B1204)",,否,否,否,男性,韶关
广东省监狱管理局,5990001,北江监狱二级警长以下,59900012554092 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,服装设计与工程(A082104),"服装设计与工程(B081702),服装设计与工艺教育(B081704),服装与服饰设计(B130505)",,否,否,否,男性,韶关
广东省监狱管理局,5990001,韶关监狱二级警长以下,59900012554093 ,从事监狱管理和教育改造工作,2,大专、本科,不限,,"法学(B030101),监狱学(B030103),侦查学(B030602)","刑事执行(C030201),行政执行(C030203),刑事侦查技术(C030301),司法信息安全(C030305),罪犯心理测量与矫正技术(C030306)",否,否,否,男性,韶关
广东省监狱管理局,5990001,韶关监狱二级警长以下,59900012554094 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,06法律类,06法律类,,否,否,否,男性,韶关
广东省监狱管理局,5990001,韶关监狱二级警长以下,59900012554095 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,不限,不限,,否,否,否,男性,韶关
广东省监狱管理局,5990001,韶关监狱二级警长以下,59900012554096 ,从事监狱管理和教育改造工作,2,大专以上,不限,不限,不限,不限,否,否,否,男性;面向“服务基层项目人员和退役大学生士兵”专门职位;录用后需在录用单位工作满5年,韶关
广东省监狱管理局,5990001,韶关监狱二级警长以下,59900012554097 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"社会学(A0303),教育学(A0401)","社会学类(B0303),教育学类(B0401)",,否,否,否,男性,韶关
广东省监狱管理局,5990001,韶关监狱二级警长以下,59900012554098 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"信息与通信工程(A0810),计算机科学与技术(A0812),软件工程(A0835),网络空间安全(A0839),电子信息(A0840)","电子信息类(B0807),计算机类(B0809)",,否,否,否,男性,韶关
广东省监狱管理局,5990001,韶关监狱二级警长以下,59900012554099 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"运动训练硕士（专业硕士）(A040306),社会体育指导硕士（专业硕士）(A040308)","运动训练(B040202),社会体育指导与管理(B040203)",,否,否,否,男性,韶关
广东省监狱管理局,5990001,韶关监狱二级警长以下,59900012554100 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"审计硕士（专业硕士）(A020218),会计学(A120201),会计硕士（专业硕士）(A120206)","会计学(B120203),财务管理(B120204),审计学(B120207)",,否,否,否,男性,韶关
广东省监狱管理局,5990001,韶关监狱二级警长以下,59900012554101 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,中国语言文学(A0501),中国语言文学类(B0501),,否,否,否,男性,韶关
广东省监狱管理局,5990001,韶关监狱二级警长以下,59900012554102 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,公共管理(A1204),公共管理类(B1204),,否,否,否,男性,韶关
广东省监狱管理局,5990001,韶关监狱二级警长以下,59900012554103 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,图书情报与档案管理(A1205),图书情报与档案管理类(B1205),,否,否,否,男性,韶关
广东省监狱管理局,5990001,韶关监狱二级警长以下,59900012554104 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,物流工程与管理硕士（专业硕士）(A120105),物流管理与工程类(B1206),,否,否,否,男性,韶关
广东省监狱管理局,5990001,韶关监狱二级警长以下,59900012554105 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,服装设计与工程(A082104),"服装设计与工程(B081702),服装设计与工艺教育(B081704),服装与服饰设计(B130505)",,否,否,否,男性,韶关
广东省监狱管理局,5990001,韶关监狱二级警长以下,59900012554106 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,设计学(A1305),设计学类(B1305),,否,否,否,男性,韶关
广东省监狱管理局,5990001,揭阳监狱二级警长以下,59900012554107 ,从事监狱管理和教育改造工作,1,大专、本科,不限,,"监狱学(B030103),侦查学(B030602)","刑事执行(C030201),行政执行(C030203),刑事侦查技术(C030301),司法信息安全(C030305),罪犯心理测量与矫正技术(C030306)",否,否,2025届高校毕业生,男性;司法警官院校毕业生,揭阳
广东省监狱管理局,5990001,揭阳监狱二级警长以下,59900012554108 ,从事监狱管理和教育改造工作,2,大专、本科,不限,,"法学(B030101),监狱学(B030103),侦查学(B030602)","刑事执行(C030201),行政执行(C030203),刑事侦查技术(C030301),司法信息安全(C030305),罪犯心理测量与矫正技术(C030306)",否,否,否,男性,揭阳
广东省监狱管理局,5990001,揭阳监狱二级警长以下,59900012554109 ,从事监狱管理和教育改造工作,3,本科以上,学士以上,06法律类,06法律类,,否,否,否,男性,揭阳
广东省监狱管理局,5990001,揭阳监狱二级警长以下,59900012554110 ,从事监狱管理和教育改造工作,2,大专以上,不限,不限,不限,不限,否,否,否,男性;面向“服务基层项目人员和退役大学生士兵”专门职位;录用后需在录用单位工作满5年,揭阳
广东省监狱管理局,5990001,揭阳监狱二级警长以下,59900012554111 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"计算机科学与技术(A0812),软件工程(A0835),网络空间安全(A0839),电子信息(A0840)",计算机类(B0809),,否,否,否,男性,揭阳
广东省监狱管理局,5990001,揭阳监狱二级警长以下,59900012554112 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,安全科学与工程(A0837),"安全科学与工程类(B0830),消防工程(B083102),安全防范工程(B083104)",,否,否,否,男性,揭阳
广东省监狱管理局,5990001,揭阳监狱二级警长以下,59900012554113 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,经济学(A02),"经济学类(B0201),金融学类(B0203),经济与贸易类(B0204)",,否,否,否,男性,揭阳
广东省监狱管理局,5990001,番禺监狱二级警长以下,59900012554114 ,从事监狱管理和教育改造工作,5,本科以上,学士以上,06法律类,06法律类,,否,否,否,男性,广州
广东省监狱管理局,5990001,番禺监狱二级警长以下,59900012554115 ,从事监狱管理和教育改造工作,4,本科以上,学士以上,不限,不限,,否,否,否,男性,广州
广东省监狱管理局,5990001,番禺监狱二级警长以下,59900012554116 ,从事监狱管理和教育改造工作,1,研究生,硕士以上,"社会学(A0303),教育学(A0401)",,,否,否,否,男性,广州
广东省监狱管理局,5990001,番禺监狱二级警长以下,59900012554117 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"社会学(A0303),教育学(A0401)","社会学类(B0303),教育学类(B0401)",,否,否,否,男性,广州
广东省监狱管理局,5990001,番禺监狱二级警长以下,59900012554118 ,从事监狱管理和教育改造工作,3,本科以上,学士以上,"信息与通信工程(A0810),计算机科学与技术(A0812),软件工程(A0835),网络空间安全(A0839),电子信息(A0840)","电子信息类(B0807),计算机类(B0809)",,否,否,否,男性,广州
广东省监狱管理局,5990001,番禺监狱二级警长以下,59900012554119 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,安全科学与工程(A0837),"安全科学与工程类(B0830),消防工程(B083102),安全防范工程(B083104)",,否,否,否,男性,广州
广东省监狱管理局,5990001,番禺监狱二级警长以下,59900012554120 ,从事监狱管理和教育改造工作,2,本科,学士,,"保密技术(B080914),保密管理(B120106)",,否,否,否,男性,广州
广东省监狱管理局,5990001,番禺监狱二级警长以下,59900012554121 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"审计硕士（专业硕士）(A020218),会计学(A120201),会计硕士（专业硕士）(A120206)","会计学(B120203),财务管理(B120204),审计学(B120207)",,否,否,否,男性,广州
广东省监狱管理局,5990001,番禺监狱二级警长以下,59900012554122 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,中国语言文学(A0501),中国语言文学类(B0501),,否,否,否,男性,广州
广东省监狱管理局,5990001,番禺监狱二级警长以下,59900012554123 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,马克思主义理论(A0305),马克思主义理论类(B0305),,否,否,否,男性,广州
广东省监狱管理局,5990001,番禺监狱二级警长以下,59900012554124 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"国际政治(A030205),国际关系(A030206)","国际政治(B030202),国际事务与国际关系(B030204)",,否,否,否,男性,广州
广东省监狱管理局,5990001,番禺监狱二级警长以下,59900012554125 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,管理科学与工程(A1201),管理科学与工程类(B1201),,否,否,否,男性,广州
广东省监狱管理局,5990001,番禺监狱二级警长以下,59900012554126 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,公共管理(A1204),公共管理类(B1204),,否,否,否,男性,广州
广东省监狱管理局,5990001,番禺监狱二级警长以下,59900012554127 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,物流工程与管理硕士（专业硕士）(A120105),物流管理与工程类(B1206),,否,否,否,男性,广州
广东省监狱管理局,5990001,番禺监狱二级警长以下,59900012554128 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"音乐与舞蹈学(A1302),戏剧与影视学(A130301),广播电视艺术学(A130305),广播电视硕士（专业硕士）(A130306)","音乐与舞蹈学类(B1302),表演(B130301),广播电视编导(B130305),戏剧影视导演(B130306),播音与主持艺术(B130309),影视摄影与制作(B130311)",,否,否,否,男性,广州
广东省监狱管理局,5990001,河源监狱二级警长以下,59900012554129 ,从事监狱管理和教育改造工作,2,大专、本科,不限,,"监狱学(B030103),侦查学(B030602)","刑事执行(C030201),行政执行(C030203),刑事侦查技术(C030301),司法信息安全(C030305),罪犯心理测量与矫正技术(C030306)",否,否,2025届高校毕业生,男性;司法警官院校毕业生,河源
广东省监狱管理局,5990001,河源监狱二级警长以下,59900012554130 ,从事监狱管理和教育改造工作,2,大专、本科,不限,,"法学(B030101),监狱学(B030103),侦查学(B030602)","刑事执行(C030201),行政执行(C030203),司法警务(C030204),社区矫正(C030205),刑事侦查技术(C030301),司法信息安全(C030305),罪犯心理测量与矫正技术(C030306)",否,否,否,男性,河源
广东省监狱管理局,5990001,河源监狱二级警长以下,59900012554131 ,从事监狱管理和教育改造工作,5,本科以上,学士以上,06法律类,06法律类,,否,否,否,男性,河源
广东省监狱管理局,5990001,河源监狱二级警长以下,59900012554132 ,从事监狱管理和教育改造工作,2,大专以上,不限,不限,不限,不限,否,否,否,男性;面向“服务基层项目人员和退役大学生士兵”专门职位;录用后需在录用单位工作满5年,河源
广东省监狱管理局,5990001,河源监狱二级警长以下,59900012554133 ,从事监狱管理和教育改造工作,5,本科以上,学士以上,不限,不限,,否,否,否,男性,河源
广东省监狱管理局,5990001,河源监狱二级警长以下,59900012554134 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"金融学（含∶保险学）(A020204),金融硕士（专业硕士）(A020212)",金融学类(B0203),,否,否,否,男性,河源
广东省监狱管理局,5990001,河源监狱二级警长以下,59900012554135 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,服装设计与工程(A082104),"服装设计与工程(B081702),服装设计与工艺教育(B081704),服装与服饰设计(B130505)",,否,否,否,男性,河源
广东省监狱管理局,5990001,乐昌监狱二级警长以下,59900012554136 ,从事监狱管理和教育改造工作,3,大专、本科,不限,,"监狱学(B030103),侦查学(B030602)","刑事执行(C030201),行政执行(C030203),刑事侦查技术(C030301),司法信息安全(C030305),罪犯心理测量与矫正技术(C030306)",否,否,2025届高校毕业生,男性;司法警官院校毕业生,韶关
广东省监狱管理局,5990001,乐昌监狱二级警长以下,59900012554137 ,从事监狱管理和教育改造工作,3,大专、本科,不限,,"法学(B030101),监狱学(B030103),侦查学(B030602)","刑事执行(C030201),行政执行(C030203),刑事侦查技术(C030301),司法信息安全(C030305),罪犯心理测量与矫正技术(C030306)",否,否,否,男性,韶关
广东省监狱管理局,5990001,乐昌监狱二级警长以下,59900012554138 ,从事监狱管理和教育改造工作,3,本科以上,学士以上,06法律类,06法律类,,否,否,否,男性,韶关
广东省监狱管理局,5990001,乐昌监狱二级警长以下,59900012554139 ,从事监狱管理和教育改造工作,2,大专以上,不限,不限,不限,不限,否,否,否,男性;面向“服务基层项目人员和退役大学生士兵”专门职位;录用后需在录用单位工作满5年,韶关
广东省监狱管理局,5990001,乐昌监狱二级警长以下,59900012554140 ,从事监狱管理和教育改造工作,4,本科以上,学士以上,不限,不限,,否,否,否,男性,韶关
广东省监狱管理局,5990001,乐昌监狱二级警长以下,59900012554141 ,从事监狱管理和教育改造工作,4,本科以上,学士以上,"社会学(A0303),教育学(A0401)","社会学类(B0303),教育学类(B0401)",,否,否,否,男性,韶关
广东省监狱管理局,5990001,乐昌监狱二级警长以下,59900012554142 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"计算机科学与技术(A0812),软件工程(A0835),网络空间安全(A0839),电子信息(A0840)",计算机类(B0809),,否,否,否,男性,韶关
广东省监狱管理局,5990001,乐昌监狱二级警长以下,59900012554143 ,从事监狱管理和教育改造工作,3,本科以上,学士以上,"运动训练硕士（专业硕士）(A040306),社会体育指导硕士（专业硕士）(A040308)","运动训练(B040202),社会体育指导与管理(B040203)",,否,否,否,男性,韶关
广东省监狱管理局,5990001,乐昌监狱二级警长以下,59900012554144 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,安全科学与工程(A0837),"安全科学与工程类(B0830),消防工程(B083102),安全防范工程(B083104)",,否,否,否,男性,韶关
广东省监狱管理局,5990001,乐昌监狱二级警长以下,59900012554145 ,从事监狱管理和教育改造工作,1,本科,学士,,"保密技术(B080914),保密管理(B120106)",,否,否,否,男性,韶关
广东省监狱管理局,5990001,乐昌监狱二级警长以下,59900012554146 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"审计硕士（专业硕士）(A020218),会计学(A120201),会计硕士（专业硕士）(A120206)","会计学(B120203),财务管理(B120204),审计学(B120207)",,否,否,否,男性,韶关
广东省监狱管理局,5990001,乐昌监狱二级警长以下,59900012554147 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"统计学（部分）(A020208),应用统计硕士（专业硕士）(A020213)",统计学类(B0711),,否,否,否,男性,韶关
广东省监狱管理局,5990001,乐昌监狱二级警长以下,59900012554148 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,应用经济学(A0202),"财政学类(B0202),金融学类(B0203)",,否,否,否,男性,韶关
广东省监狱管理局,5990001,乐昌监狱二级警长以下,59900012554149 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"材料科学与工程(A0805),建筑学(A0813),土木工程(A0814),土木工程硕士（专业硕士）(A084401)","材料类(B0804),建筑类(B0810),土木类(B0811)",,否,否,否,男性,韶关
广东省监狱管理局,5990001,乐昌监狱二级警长以下,59900012554150 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,中国语言文学(A0501),中国语言文学类(B0501),,否,否,否,男性,韶关
广东省监狱管理局,5990001,乐昌监狱二级警长以下,59900012554151 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,新闻传播学(A0503),新闻传播学类(B0503),,否,否,否,男性,韶关
广东省监狱管理局,5990001,乐昌监狱二级警长以下,59900012554152 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"政治学(A0302),马克思主义理论(A0305)","政治学类(B0302),马克思主义理论类(B0305)",,否,否,否,男性,韶关
广东省监狱管理局,5990001,乐昌监狱二级警长以下,59900012554153 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,公共管理(A1204),公共管理类(B1204),,否,否,否,男性,韶关
广东省监狱管理局,5990001,乐昌监狱二级警长以下,59900012554154 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,管理科学与工程(A1201),管理科学与工程类(B1201),,否,否,否,男性,韶关
广东省监狱管理局,5990001,乐昌监狱二级警长以下,59900012554155 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,服装设计与工程(A082104),"服装设计与工程(B081702),服装设计与工艺教育(B081704),服装与服饰设计(B130505)",,否,否,否,男性,韶关
广东省监狱管理局,5990001,乐昌监狱二级警长以下,59900012554156 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,舞蹈硕士（专业硕士）(A130203),"舞蹈表演(B130204),舞蹈编导(B130206),流行舞蹈(B130211)",,否,否,否,男性,韶关
广东省监狱管理局,5990001,女子监狱二级警长以下,59900012554157 ,从事监狱管理和教育改造工作,4,本科以上,学士以上,06法律类,06法律类,,否,否,否,女性,广州
广东省监狱管理局,5990001,女子监狱二级警长以下,59900012554158 ,从事监狱管理和教育改造工作,5,本科以上,学士以上,不限,不限,,否,否,否,女性,广州
广东省监狱管理局,5990001,女子监狱二级警长以下,59900012554159 ,从事监狱管理和教育改造工作,2,研究生,硕士以上,"社会学(A0303),教育学(A0401)",,,否,否,否,女性,广州
广东省监狱管理局,5990001,女子监狱二级警长以下,59900012554160 ,从事监狱管理和教育改造工作,3,本科以上,学士以上,"社会学(A0303),教育学(A0401)","社会学类(B0303),教育学类(B0401)",,否,否,否,女性,广州
广东省监狱管理局,5990001,女子监狱二级警长以下,59900012554161 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,大数据技术与工程硕士（专业硕士）(A084011),"数据科学与大数据技术(B080910),大数据管理与应用(B120107)",,否,否,否,女性,广州
广东省监狱管理局,5990001,女子监狱二级警长以下,59900012554162 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"运动训练硕士（专业硕士）(A040306),社会体育指导硕士（专业硕士）(A040308)","运动训练(B040202),社会体育指导与管理(B040203)",,否,否,否,女性,广州
广东省监狱管理局,5990001,女子监狱二级警长以下,59900012554163 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"金融学（含∶保险学）(A020204),金融硕士（专业硕士）(A020212)",金融学类(B0203),,否,否,否,女性,广州
广东省监狱管理局,5990001,女子监狱二级警长以下,59900012554164 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,中国语言文学(A0501),中国语言文学类(B0501),,否,否,否,女性,广州
广东省监狱管理局,5990001,女子监狱二级警长以下,59900012554165 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,服装设计与工程(A082104),"服装设计与工程(B081702),服装设计与工艺教育(B081704),服装与服饰设计(B130505)",,否,否,否,女性,广州
广东省监狱管理局,5990001,女子监狱二级警长以下,59900012554166 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"音乐与舞蹈学(A130201),音乐硕士（专业硕士）(A130202)","音乐表演(B130201),音乐学(B130202)",,否,否,否,女性,广州
广东省监狱管理局,5990001,女子监狱二级警长以下,59900012554167 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,舞蹈硕士（专业硕士）(A130203),"舞蹈表演(B130204),舞蹈编导(B130206),流行舞蹈(B130211)",,否,否,否,女性,广州
广东省监狱管理局,5990001,女子监狱二级警长以下,59900012554168 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"出版硕士（专业硕士）(A050304),广播电视艺术学(A130305),广播电视硕士（专业硕士）(A130306)","编辑出版学(B050305),广播电视编导(B130305),播音与主持艺术(B130309),影视摄影与制作(B130311)",,否,否,否,女性,广州
广东省监狱管理局,5990001,女子监狱二级警长以下,59900012554169 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,设计学(A1305),"数字媒体艺术(B130508),艺术与科技(B130509),新媒体艺术(B130510)",,否,否,否,女性,广州
广东省监狱管理局,5990001,东莞监狱二级警长以下,59900012554170 ,从事监狱管理和教育改造工作,2,大专、本科,不限,,"法学(B030101),监狱学(B030103),侦查学(B030602)","刑事执行(C030201),行政执行(C030203),刑事侦查技术(C030301),司法信息安全(C030305),罪犯心理测量与矫正技术(C030306)",否,否,否,男性,东莞
广东省监狱管理局,5990001,东莞监狱二级警长以下,59900012554171 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,06法律类,06法律类,,否,否,否,男性,东莞
广东省监狱管理局,5990001,东莞监狱二级警长以下,59900012554172 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,不限,不限,,否,否,否,男性,东莞
广东省监狱管理局,5990001,东莞监狱二级警长以下,59900012554173 ,从事监狱管理和教育改造工作,1,研究生,硕士以上,"社会学(A0303),教育学(A0401)",,,否,否,否,男性,东莞
广东省监狱管理局,5990001,东莞监狱二级警长以下,59900012554174 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"社会学(A0303),教育学(A0401)","社会学类(B0303),教育学类(B0401)",,否,否,否,男性,东莞
广东省监狱管理局,5990001,东莞监狱二级警长以下,59900012554175 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"物理电子学(A080901),电路与系统(A080902),计算机科学与技术(A0812)","电子信息工程(B080701),电子科学与技术(B080702),计算机科学与技术(B080901),软件工程(B080902),网络工程(B080903),信息安全(B080904)",,否,否,否,男性,东莞
广东省监狱管理局,5990001,东莞监狱二级警长以下,59900012554176 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"运动训练硕士（专业硕士）(A040306),社会体育指导硕士（专业硕士）(A040308)","运动训练(B040202),社会体育指导与管理(B040203)",,否,否,否,男性,东莞
广东省监狱管理局,5990001,东莞监狱二级警长以下,59900012554177 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"哲学(A01),马克思主义理论(A0305)","哲学(B01),马克思主义理论类(B0305)",,否,否,否,男性,东莞
广东省监狱管理局,5990001,东莞监狱二级警长以下,59900012554178 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"国际政治(A030205),国际关系(A030206)","国际政治(B030202),国际事务与国际关系(B030204)",,否,否,否,男性,东莞
广东省监狱管理局,5990001,东莞监狱二级警长以下,59900012554179 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,服装设计与工程(A082104),"服装设计与工程(B081702),服装设计与工艺教育(B081704),服装与服饰设计(B130505)",,否,否,否,男性,东莞
广东省监狱管理局,5990001,梅州监狱二级警长以下,59900012554180 ,从事监狱管理和教育改造工作,2,大专、本科,不限,,"监狱学(B030103),侦查学(B030602)","刑事执行(C030201),行政执行(C030203),刑事侦查技术(C030301),司法信息安全(C030305),罪犯心理测量与矫正技术(C030306)",否,否,2025届高校毕业生,男性;司法警官院校毕业生,梅州
广东省监狱管理局,5990001,梅州监狱二级警长以下,59900012554181 ,从事监狱管理和教育改造工作,2,大专以上,不限,不限,不限,不限,否,否,否,男性;面向“服务基层项目人员和退役大学生士兵”专门职位;录用后需在录用单位工作满5年,梅州
广东省监狱管理局,5990001,梅州监狱二级警长以下,59900012554182 ,从事监狱管理和教育改造工作,4,本科以上,学士以上,06法律类,06法律类,,否,否,否,男性,梅州
