广东省监狱、戒毒管理机关2025年考试录用公务员（人民警察）职位表,,,,,,,,,,,,,,,
广东省监狱管理局,5990001,梅州监狱二级警长以下,59900012554183 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,不限,不限,,否,否,否,男性,梅州
广东省监狱管理局,5990001,梅州监狱二级警长以下,59900012554184 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"社会学(A0303),教育学(A0401)","社会学类(B0303),教育学类(B0401)",,否,否,否,男性,梅州
广东省监狱管理局,5990001,梅州监狱二级警长以下,59900012554185 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"电子科学与技术(A0809),信息与通信工程(A0810),计算机科学与技术(A0812),网络空间安全(A0839)","电子信息类(B0807),计算机类(B0809)",,否,否,否,男性,梅州
广东省监狱管理局,5990001,梅州监狱二级警长以下,59900012554186 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,中国语言文学(A0501),中国语言文学类(B0501),,否,否,否,男性,梅州
广东省监狱管理局,5990001,梅州监狱二级警长以下,59900012554187 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"机械制造及其自动化(A080201),机械电子工程(A080202),电气工程(A0808),控制科学与工程(A0811)","机械设计制造及其自动化(B080202),电气工程及其自动化(B080601),自动化(B080801)",,否,否,否,男性,梅州
广东省监狱管理局,5990001,梅州监狱二级警长以下,59900012554188 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"音乐与舞蹈学(A1302),戏剧与影视学(A130301),广播电视艺术学(A130305),广播电视硕士（专业硕士）(A130306)","音乐与舞蹈学类(B1302),广播电视编导(B130305),戏剧影视导演(B130306),播音与主持艺术(B130309)",,否,否,否,男性,梅州
广东省监狱管理局,5990001,清远监狱二级警长以下,59900012554189 ,从事监狱管理和教育改造工作,2,大专、本科,不限,,"法学(B030101),监狱学(B030103),侦查学(B030602)","刑事执行(C030201),行政执行(C030203),刑事侦查技术(C030301),司法信息安全(C030305),罪犯心理测量与矫正技术(C030306)",否,否,否,男性,清远
广东省监狱管理局,5990001,清远监狱二级警长以下,59900012554190 ,从事监狱管理和教育改造工作,3,本科以上,学士以上,06法律类,06法律类,,否,否,否,男性,清远
广东省监狱管理局,5990001,清远监狱二级警长以下,59900012554191 ,从事监狱管理和教育改造工作,2,大专以上,不限,不限,不限,不限,否,否,否,男性;面向“服务基层项目人员和退役大学生士兵”专门职位;录用后需在录用单位工作满5年,清远
广东省监狱管理局,5990001,清远监狱二级警长以下,59900012554192 ,从事监狱管理和教育改造工作,4,本科以上,学士以上,"计算机科学与技术(A0812),软件工程(A0835),网络空间安全(A0839),电子信息(A0840)","计算机科学与技术(B080901),软件工程(B080902),网络工程(B080903),信息安全(B080904)",,否,否,否,男性,清远
广东省监狱管理局,5990001,清远监狱二级警长以下,59900012554193 ,从事监狱管理和教育改造工作,3,本科以上,学士以上,"运动训练硕士（专业硕士）(A040306),社会体育指导硕士（专业硕士）(A040308)","运动训练(B040202),社会体育指导与管理(B040203)",,否,否,否,男性,清远
广东省监狱管理局,5990001,清远监狱二级警长以下,59900012554194 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,应用经济学(A0202),金融学类(B0203),,否,否,否,男性,清远
广东省监狱管理局,5990001,清远监狱二级警长以下,59900012554195 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,中国语言文学(A0501),中国语言文学类(B0501),,否,否,否,男性,清远
广东省监狱管理局,5990001,清远监狱二级警长以下,59900012554196 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,工商管理(A1202),工商管理类(B1202),,否,否,否,男性,清远
广东省监狱管理局,5990001,清远监狱二级警长以下,59900012554197 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,图书情报与档案管理(A1205),图书情报与档案管理类(B1205),,否,否,否,男性,清远
广东省监狱管理局,5990001,清远监狱二级警长以下,59900012554198 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,服装设计与工程(A082104),"服装设计与工程(B081702),服装设计与工艺教育(B081704),服装与服饰设计(B130505)",,否,否,否,男性,清远
广东省监狱管理局,5990001,清远监狱二级警长以下,59900012554199 ,从事监狱管理和教育改造工作,1,本科,学士,,"电气工程及其自动化(B080601),电气工程与智能控制(B080604),自动化(B080801)",,否,否,否,男性,清远
广东省监狱管理局,5990001,清远监狱二级警长以下,59900012554200 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"戏剧与影视学(A130301),广播电视艺术学(A130305),广播电视硕士（专业硕士）(A130306),设计学(A1305)","广播电视编导(B130305),戏剧影视导演(B130306),戏剧影视美术设计(B130307),播音与主持艺术(B130309),视觉传达设计(B130502),环境设计(B130503)",,否,否,否,男性,清远
广东省监狱管理局,5990001,惠州监狱二级警长以下,59900012554201 ,从事监狱管理和教育改造工作,5,本科以上,学士以上,06法律类,06法律类,,否,否,否,男性,惠州
广东省监狱管理局,5990001,惠州监狱二级警长以下,59900012554202 ,从事监狱管理和教育改造工作,4,本科以上,学士以上,不限,不限,,否,否,否,男性,惠州
广东省监狱管理局,5990001,惠州监狱二级警长以下,59900012554203 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"社会学(A0303),教育学(A0401)","社会学类(B0303),教育学类(B0401)",,否,否,否,男性,惠州
广东省监狱管理局,5990001,惠州监狱二级警长以下,59900012554204 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,安全科学与工程(A0837),"安全科学与工程类(B0830),消防工程(B083102),安全防范工程(B083104)",,否,否,否,男性,惠州
广东省监狱管理局,5990001,惠州监狱二级警长以下,59900012554205 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"戏剧与影视学(A130301),广播电视艺术学(A130305),广播电视硕士（专业硕士）(A130306),设计学(A130501)","广播电视编导(B130305),戏剧影视导演(B130306),艺术设计学(B130501),视觉传达设计(B130502)",,否,否,否,男性,惠州
广东省监狱管理局,5990001,未成年犯管教所（白云监狱）二级警长以下,59900012554206 ,从事监狱管理和教育改造工作,3,本科以上,学士以上,06法律类,06法律类,,否,否,否,男性,广州
广东省监狱管理局,5990001,未成年犯管教所（白云监狱）二级警长以下,59900012554207 ,从事监狱管理和教育改造工作,1,研究生,硕士以上,"社会学(A0303),教育学(A0401)",,,否,否,否,男性,广州
广东省监狱管理局,5990001,未成年犯管教所（白云监狱）二级警长以下,59900012554208 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"社会学(A0303),教育学(A0401)","社会学类(B0303),教育学类(B0401)",,否,否,否,男性,广州
广东省监狱管理局,5990001,未成年犯管教所（白云监狱）二级警长以下,59900012554209 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"计算机科学与技术(A0812),软件工程(A0835),网络空间安全(A0839),电子信息(A0840)","计算机科学与技术(B080901),软件工程(B080902),网络工程(B080903),信息安全(B080904)",,否,否,否,男性,广州
广东省监狱管理局,5990001,未成年犯管教所（白云监狱）二级警长以下,59900012554210 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,安全科学与工程(A0837),"安全科学与工程类(B0830),消防工程(B083102),安全防范工程(B083104)",,否,否,否,男性,广州
广东省监狱管理局,5990001,未成年犯管教所（白云监狱）二级警长以下,59900012554211 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,中国语言文学(A0501),中国语言文学类(B0501),,否,否,否,男性,广州
广东省监狱管理局,5990001,未成年犯管教所（白云监狱）二级警长以下,59900012554212 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,新闻传播学(A0503),新闻传播学类(B0503),,否,否,否,男性,广州
广东省监狱管理局,5990001,未成年犯管教所（白云监狱）二级警长以下,59900012554213 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,工商管理(A1202),工商管理类(B1202),,否,否,否,男性,广州
广东省监狱管理局,5990001,阳春监狱二级警长以下,59900012554214 ,从事监狱管理和教育改造工作,1,大专、本科,不限,,"监狱学(B030103),侦查学(B030602)","刑事执行(C030201),行政执行(C030203),刑事侦查技术(C030301),司法信息安全(C030305),罪犯心理测量与矫正技术(C030306)",否,否,2025届高校毕业生,男性;司法警官院校毕业生,阳江
广东省监狱管理局,5990001,阳春监狱二级警长以下,59900012554215 ,从事监狱管理和教育改造工作,2,大专以上,不限,不限,不限,不限,否,否,否,男性;面向“服务基层项目人员和退役大学生士兵”专门职位;录用后需在录用单位工作满5年,阳江
广东省监狱管理局,5990001,阳春监狱二级警长以下,59900012554216 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,不限,不限,,否,否,否,男性,阳江
广东省监狱管理局,5990001,阳春监狱二级警长以下,59900012554217 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"信息与通信工程(A0810),计算机科学与技术(A0812),软件工程(A0835),网络空间安全(A0839),电子信息(A0840)","通信工程(B080703),计算机科学与技术(B080901),软件工程(B080902),网络工程(B080903),信息安全(B080904)",,否,否,否,男性,阳江
广东省监狱管理局,5990001,阳春监狱二级警长以下,59900012554218 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"财政学（含∶税收学）(A020203),工商管理(A1202)","财政学类(B0202),工商管理类(B1202)",,否,否,否,男性,阳江
广东省监狱管理局,5990001,阳春监狱二级警长以下,59900012554219 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,01规划建设类,01规划建设类,,否,否,否,男性,阳江
广东省监狱管理局,5990001,阳春监狱二级警长以下,59900012554220 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,服装设计与工程(A082104),"服装设计与工程(B081702),服装设计与工艺教育(B081704),服装与服饰设计(B130505)",,否,否,否,男性,阳江
广东省监狱管理局,5990001,阳春监狱二级警长以下,59900012554221 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"机械制造及其自动化(A080201),机械电子工程(A080202),机械设计及理论(A080203),机械工程硕士（专业硕士）(A084601)",机械类(B0802),,否,否,否,男性,阳江
广东省监狱管理局,5990001,阳春监狱二级警长以下,59900012554222 ,从事监狱管理和教育改造工作,2,本科,学士,,"电气工程及其自动化(B080601),自动化(B080801)",,否,否,否,男性,阳江
广东省监狱管理局,5990001,从化监狱二级警长以下,59900012554223 ,从事监狱管理和教育改造工作,5,本科以上,学士以上,06法律类,06法律类,,否,否,否,男性,广州
广东省监狱管理局,5990001,从化监狱二级警长以下,59900012554224 ,从事监狱管理和教育改造工作,3,本科以上,学士以上,不限,不限,,否,否,否,男性,广州
广东省监狱管理局,5990001,从化监狱二级警长以下,59900012554225 ,从事监狱管理和教育改造工作,3,本科以上,学士以上,"社会学(A0303),教育学(A0401)","社会学类(B0303),教育学类(B0401)",,否,否,否,男性,广州
广东省监狱管理局,5990001,从化监狱二级警长以下,59900012554226 ,从事监狱管理和教育改造工作,3,本科以上,学士以上,"计算机科学与技术(A0812),软件工程(A0835),网络空间安全(A0839),电子信息(A0840)","计算机科学与技术(B080901),软件工程(B080902),网络工程(B080903),信息安全(B080904)",,否,否,否,男性,广州
广东省监狱管理局,5990001,从化监狱二级警长以下,59900012554227 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"运动训练硕士（专业硕士）(A040306),社会体育指导硕士（专业硕士）(A040308)","运动训练(B040202),社会体育指导与管理(B040203)",,否,否,否,男性,广州
广东省监狱管理局,5990001,从化监狱二级警长以下,59900012554228 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,安全科学与工程(A0837),"安全科学与工程类(B0830),消防工程(B083102),安全防范工程(B083104)",,否,否,否,男性,广州
广东省监狱管理局,5990001,从化监狱二级警长以下,59900012554229 ,从事监狱管理和教育改造工作,1,本科,学士,,"保密技术(B080914),保密管理(B120106)",,否,否,否,男性,广州
广东省监狱管理局,5990001,从化监狱二级警长以下,59900012554230 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"统计学（部分）(A020208),应用统计硕士（专业硕士）(A020213)",统计学类(B0711),,否,否,否,男性,广州
广东省监狱管理局,5990001,从化监狱二级警长以下,59900012554231 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,中国语言文学(A0501),中国语言文学类(B0501),,否,否,否,男性,广州
广东省监狱管理局,5990001,从化监狱二级警长以下,59900012554232 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,物流工程与管理硕士（专业硕士）(A120105),物流管理与工程类(B1206),,否,否,否,男性,广州
广东省监狱管理局,5990001,从化监狱二级警长以下,59900012554233 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,服装设计与工程(A082104),"服装设计与工程(B081702),服装设计与工艺教育(B081704),服装与服饰设计(B130505)",,否,否,否,男性,广州
广东省监狱管理局,5990001,从化监狱二级警长以下,59900012554234 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"音乐与舞蹈学(A1302),戏剧与影视学(A130301),设计学(A1305)","音乐与舞蹈学类(B1302),表演(B130301),戏剧影视导演(B130306),摄影(B130404),艺术设计学(B130501)",,否,否,否,男性,广州
广东省监狱管理局,5990001,广州监狱二级警长以下,59900012554235 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,06法律类,06法律类,,否,否,否,男性,广州
广东省监狱管理局,5990001,广州监狱二级警长以下,59900012554236 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,不限,不限,,否,否,否,男性,广州
广东省监狱管理局,5990001,广州监狱二级警长以下,59900012554237 ,从事监狱管理和教育改造工作,1,本科,学士,,"保密技术(B080914),保密管理(B120106)",,否,否,否,男性,广州
广东省监狱管理局,5990001,广州监狱二级警长以下,59900012554238 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"政治学(A0302),马克思主义理论(A0305)","政治学类(B0302),马克思主义理论类(B0305)",,否,否,否,男性,广州
广东省监狱管理局,5990001,广州监狱二级警长以下,59900012554239 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,公共管理(A1204),公共管理类(B1204),,否,否,否,男性,广州
广东省监狱管理局,5990001,广州监狱二级警长以下,59900012554240 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"服装设计与工程(A082104),设计学(A1305)","服装设计与工程(B081702),服装设计与工艺教育(B081704),艺术设计学(B130501),服装与服饰设计(B130505)",,否,否,否,男性,广州
广东省监狱管理局,5990001,广州监狱二级警长以下,59900012554241 ,从事监狱管理和教育改造工作,1,本科,学士,,"包装工程(B081802),印刷工程(B081803)",,否,否,否,男性,广州
广东省监狱管理局,5990001,广州监狱二级警长以下,59900012554242 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"机械制造及其自动化(A080201),机械电子工程(A080202),机械设计及理论(A080203),机械工程硕士（专业硕士）(A084601)",机械类(B0802),,否,否,否,男性,广州
广东省监狱管理局,5990001,武江监狱二级警长以下,59900012554243 ,从事监狱管理和教育改造工作,2,大专、本科,不限,,"法学(B030101),监狱学(B030103),侦查学(B030602)","刑事执行(C030201),行政执行(C030203),刑事侦查技术(C030301),司法信息安全(C030305),罪犯心理测量与矫正技术(C030306)",否,否,否,男性,韶关
广东省监狱管理局,5990001,武江监狱二级警长以下,59900012554244 ,从事监狱管理和教育改造工作,5,本科以上,学士以上,06法律类,06法律类,,否,否,否,男性,韶关
广东省监狱管理局,5990001,武江监狱二级警长以下,59900012554245 ,从事监狱管理和教育改造工作,2,大专以上,不限,不限,不限,不限,否,否,否,男性;面向“服务基层项目人员和退役大学生士兵”专门职位;录用后需在录用单位工作满5年,韶关
广东省监狱管理局,5990001,武江监狱二级警长以下,59900012554246 ,从事监狱管理和教育改造工作,1,大专、本科,不限,,"监狱学(B030103),侦查学(B030602)","刑事执行(C030201),行政执行(C030203),刑事侦查技术(C030301),司法信息安全(C030305),罪犯心理测量与矫正技术(C030306)",否,否,2025届高校毕业生,男性;司法警官院校毕业生,韶关
广东省监狱管理局,5990001,武江监狱二级警长以下,59900012554247 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"信息与通信工程(A0810),计算机科学与技术(A0812),软件工程(A0835),网络空间安全(A0839),电子信息(A0840)","通信工程(B080703),计算机科学与技术(B080901),软件工程(B080902),网络工程(B080903),信息安全(B080904)",,否,否,否,男性,韶关
广东省监狱管理局,5990001,武江监狱二级警长以下,59900012554248 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"运动训练硕士（专业硕士）(A040306),社会体育指导硕士（专业硕士）(A040308)","运动训练(B040202),社会体育指导与管理(B040203)",,否,否,否,男性,韶关
广东省监狱管理局,5990001,武江监狱二级警长以下,59900012554249 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,安全科学与工程(A0837),"安全科学与工程类(B0830),消防工程(B083102),安全防范工程(B083104)",,否,否,否,男性,韶关
广东省监狱管理局,5990001,武江监狱二级警长以下,59900012554250 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"会计学(A120201),会计硕士（专业硕士）(A120206)","会计学(B120203),财务管理(B120204)",,否,否,否,男性,韶关
广东省监狱管理局,5990001,武江监狱二级警长以下,59900012554251 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,应用经济学(A0202),金融学类(B0203),,否,否,否,男性,韶关
广东省监狱管理局,5990001,武江监狱二级警长以下,59900012554252 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"政治学(A0302),社会学(A0303),马克思主义理论(A0305)","政治学类(B0302),社会学类(B0303),马克思主义理论类(B0305)",,否,否,否,男性,韶关
广东省监狱管理局,5990001,武江监狱二级警长以下,59900012554253 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,工商管理(A1202),工商管理类(B1202),,否,否,否,男性,韶关
广东省监狱管理局,5990001,武江监狱二级警长以下,59900012554254 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,公共管理(A1204),公共管理类(B1204),,否,否,否,男性,韶关
广东省监狱管理局,5990001,武江监狱二级警长以下,59900012554255 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,管理科学与工程(A1201),管理科学与工程类(B1201),,否,否,否,男性,韶关
广东省监狱管理局,5990001,武江监狱二级警长以下,59900012554256 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,图书情报与档案管理(A1205),图书情报与档案管理类(B1205),,否,否,否,男性,韶关
广东省监狱管理局,5990001,武江监狱二级警长以下,59900012554257 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"音乐与舞蹈学(A1302),戏剧与影视学(A130301),广播电视艺术学(A130305),广播电视硕士（专业硕士）(A130306)","音乐与舞蹈学类(B1302),广播电视编导(B130305),戏剧影视导演(B130306),播音与主持艺术(B130309),影视摄影与制作(B130311),摄影(B130404)",,否,否,否,男性,韶关
广东省监狱管理局,5990001,茂名监狱二级警长以下,59900012554258 ,从事监狱管理和教育改造工作,2,大专、本科,不限,,"监狱学(B030103),侦查学(B030602)","刑事执行(C030201),行政执行(C030203),刑事侦查技术(C030301),司法信息安全(C030305),罪犯心理测量与矫正技术(C030306)",否,否,2025届高校毕业生,男性;司法警官院校毕业生,茂名
广东省监狱管理局,5990001,茂名监狱二级警长以下,59900012554259 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,06法律类,06法律类,,否,否,否,男性,茂名
广东省监狱管理局,5990001,茂名监狱二级警长以下,59900012554260 ,从事监狱管理和教育改造工作,2,大专以上,不限,不限,不限,不限,否,否,否,男性;面向“服务基层项目人员和退役大学生士兵”专门职位;录用后需在录用单位工作满5年,茂名
广东省监狱管理局,5990001,茂名监狱二级警长以下,59900012554261 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"应用经济学(A0202),会计学(A120201),会计硕士（专业硕士）(A120206)","财政学类(B0202),会计学(B120203),财务管理(B120204)",,否,否,否,男性,茂名
广东省监狱管理局,5990001,茂名监狱二级警长以下,59900012554262 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"建筑学(A0813),土木工程(A0814),土木工程硕士（专业硕士）(A084401)","建筑类(B0810),土木类(B0811)",,否,否,否,男性,茂名
广东省监狱管理局,5990001,茂名监狱二级警长以下,59900012554263 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,服装设计与工程(A082104),"服装设计与工程(B081702),服装设计与工艺教育(B081704),服装与服饰设计(B130505)",,否,否,否,男性,茂名
广东省监狱管理局,5990001,茂名监狱二级警长以下,59900012554264 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"电气工程(A0808),控制科学与工程(A0811),计算机科学与技术(A0812),软件工程(A0835),网络空间安全(A0839),电子信息(A0840)","电气类(B0806),自动化类(B0808),计算机类(B0809)",,否,否,否,男性,茂名
广东省监狱管理局,5990001,监狱中心医院二级警长以下,59900012554265 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,06法律类,06法律类,,否,否,否,男性,广州
广东省监狱管理局,5990001,监狱中心医院二级警长以下,59900012554266 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,安全科学与工程(A0837),"安全科学与工程类(B0830),消防工程(B083102),安全防范工程(B083104)",,否,否,否,男性,广州
广东省监狱管理局,5990001,监狱中心医院二级警长以下,59900012554267 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"建筑学(A0813),土木工程(A0814),土木工程硕士（专业硕士）(A084401)","建筑类(B0810),土木类(B0811)",,否,否,否,男性,广州
广东省监狱管理局,5990001,监狱中心医院二级警长以下,59900012554268 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,中国语言文学(A0501),中国语言文学类(B0501),,否,否,否,男性,广州
广东省监狱管理局,5990001,明康监狱二级警长以下,59900012554269 ,从事监狱管理和教育改造工作,3,本科以上,学士以上,06法律类,06法律类,,否,否,否,男性,佛山
广东省监狱管理局,5990001,明康监狱二级警长以下,59900012554270 ,从事监狱管理和教育改造工作,4,本科以上,学士以上,不限,不限,,否,否,否,男性,佛山
广东省监狱管理局,5990001,明康监狱二级警长以下,59900012554271 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"统计学（部分）(A020208),应用统计硕士（专业硕士）(A020213)",统计学类(B0711),,否,否,否,男性,佛山
广东省监狱管理局,5990001,明康监狱二级警长以下,59900012554272 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,控制科学与工程(A0811),自动化类(B0808),,否,否,否,男性,佛山
广东省监狱管理局,5990001,会城监狱二级警长以下,59900012554273 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,06法律类,06法律类,,否,否,否,男性,肇庆
广东省监狱管理局,5990001,会城监狱二级警长以下,59900012554274 ,从事监狱管理和教育改造工作,1,大专、本科,不限,,"监狱学(B030103),侦查学(B030602)","刑事执行(C030201),行政执行(C030203),刑事侦查技术(C030301),司法信息安全(C030305),罪犯心理测量与矫正技术(C030306)",否,否,2025届高校毕业生,男性;司法警官院校毕业生,肇庆
广东省监狱管理局,5990001,会城监狱二级警长以下,59900012554275 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"计算机科学与技术(A0812),软件工程(A0835),网络空间安全(A0839),电子信息(A0840)","计算机科学与技术(B080901),软件工程(B080902),网络工程(B080903),信息安全(B080904)",,否,否,否,男性,肇庆
