广东省监狱、戒毒管理机关2025年考试录用公务员（人民警察）职位表,,,,,,,,,,,,,,,
广东省监狱管理局,5990001,会城监狱二级警长以下,59900012554276 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,中国语言文学(A0501),中国语言文学类(B0501),,否,否,否,男性,肇庆
广东省监狱管理局,5990001,会城监狱二级警长以下,59900012554277 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"机械工程(A0802),电气工程(A0808),安全科学与工程(A0837),机械工程硕士（专业硕士）(A084601)","机械类(B0802),电气类(B0806),安全科学与工程类(B0830)",,否,否,否,男性,肇庆
广东省监狱管理局,5990001,佛山监狱二级警长以下,59900012554278 ,从事监狱管理和教育改造工作,4,本科以上,学士以上,06法律类,06法律类,,否,否,否,男性,佛山
广东省监狱管理局,5990001,佛山监狱二级警长以下,59900012554279 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"社会学(A0303),教育学(A0401)","社会学类(B0303),教育学类(B0401)",,否,否,否,男性,佛山
广东省监狱管理局,5990001,佛山监狱二级警长以下,59900012554280 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"运动训练硕士（专业硕士）(A040306),社会体育指导硕士（专业硕士）(A040308)","运动训练(B040202),社会体育指导与管理(B040203)",,否,否,否,男性,佛山
广东省监狱管理局,5990001,佛山监狱二级警长以下,59900012554281 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,安全科学与工程(A0837),"安全科学与工程类(B0830),消防工程(B083102),安全防范工程(B083104)",,否,否,否,男性,佛山
广东省监狱管理局,5990001,佛山监狱二级警长以下,59900012554282 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"统计学（部分）(A020208),应用统计硕士（专业硕士）(A020213)",统计学类(B0711),,否,否,否,男性,佛山
广东省监狱管理局,5990001,佛山监狱二级警长以下,59900012554283 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"政治学(A0302),马克思主义理论(A0305)","政治学类(B0302),马克思主义理论类(B0305)",,否,否,否,男性,佛山
广东省监狱管理局,5990001,佛山监狱二级警长以下,59900012554284 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,物流工程与管理硕士（专业硕士）(A120105),物流管理与工程类(B1206),,否,否,否,男性,佛山
广东省监狱管理局,5990001,佛山监狱二级警长以下,59900012554285 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"机械工程(A0802),电气工程(A0808),机械工程硕士（专业硕士）(A084601)","机械类(B0802),电气类(B0806)",,否,否,否,男性,佛山
广东省监狱管理局,5990001,佛山监狱二级警长以下,59900012554286 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"戏剧与影视学(A1303),设计学(A1305)","戏剧与影视学类(B1303),艺术设计学(B130501),视觉传达设计(B130502),服装与服饰设计(B130505)",,否,否,否,男性,佛山
广东省监狱管理局,5990001,江门监狱二级警长以下,59900012554287 ,从事监狱管理和教育改造工作,5,本科以上,学士以上,06法律类,06法律类,,否,否,否,男性,江门
广东省监狱管理局,5990001,江门监狱二级警长以下,59900012554288 ,从事监狱管理和教育改造工作,1,大专以上,不限,不限,不限,不限,否,否,否,男性;面向“服务基层项目人员和退役大学生士兵”专门职位;录用后需在录用单位工作满5年,江门
广东省监狱管理局,5990001,江门监狱二级警长以下,59900012554289 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,不限,不限,,否,否,否,男性,江门
广东省监狱管理局,5990001,江门监狱二级警长以下,59900012554290 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"社会学(A0303),教育学(A0401)","社会学类(B0303),教育学类(B0401)",,否,否,否,男性,江门
广东省监狱管理局,5990001,江门监狱二级警长以下,59900012554291 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"计算机科学与技术(A0812),软件工程(A0835),网络空间安全(A0839),电子信息(A0840)","计算机科学与技术(B080901),软件工程(B080902),网络工程(B080903),信息安全(B080904)",,否,否,否,男性,江门
广东省监狱管理局,5990001,江门监狱二级警长以下,59900012554292 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"运动训练硕士（专业硕士）(A040306),社会体育指导硕士（专业硕士）(A040308)","运动训练(B040202),社会体育指导与管理(B040203)",,否,否,否,男性,江门
广东省监狱管理局,5990001,江门监狱二级警长以下,59900012554293 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,安全科学与工程(A0837),"安全科学与工程类(B0830),消防工程(B083102),安全防范工程(B083104)",,否,否,否,男性,江门
广东省监狱管理局,5990001,江门监狱二级警长以下,59900012554294 ,从事监狱管理和教育改造工作,2,本科以上,学士以上,"审计硕士（专业硕士）(A020218),会计学(A120201),会计硕士（专业硕士）(A120206)","会计学(B120203),财务管理(B120204),审计学(B120207)",,否,否,否,男性,江门
广东省监狱管理局,5990001,江门监狱二级警长以下,59900012554295 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,管理科学与工程(A1201),管理科学与工程类(B1201),,否,否,否,男性,江门
广东省监狱管理局,5990001,江门监狱二级警长以下,59900012554296 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,工商管理(A1202),工商管理类(B1202),,否,否,否,男性,江门
广东省监狱管理局,5990001,江门监狱二级警长以下,59900012554297 ,从事监狱管理和教育改造工作,1,本科以上,学士以上,"戏剧与影视学(A130301),广播电视艺术学(A130305),广播电视硕士（专业硕士）(A130306),设计学(A1305)","广播电视编导(B130305),戏剧影视导演(B130306),影视摄影与制作(B130311),视觉传达设计(B130502),环境设计(B130503),服装与服饰设计(B130505)",,否,否,否,男性,江门
广东省监狱管理局,5990001,英德监狱二级警长以下,59900012554298 ,外语翻译类职位;从事外语翻译工作,2,本科以上,学士以上,"英语语言文学(A050201),西班牙语语言文学(A050207),英语笔译硕士（专业硕士）(A050212),英语口译硕士（专业硕士）(A050213),西班牙语笔译硕士（专业硕士）(A050224),西班牙语口译硕士（专业硕士）(A050225)","英语(B050201),西班牙语(B050205),商务英语(B050262)",,否,否,否,男性,清远
广东省监狱管理局,5990001,四会监狱二级警长以下,59900012554299 ,外语翻译类职位;从事女性服刑人员外语翻译工作,3,本科以上,学士以上,"英语语言文学(A050201),英语笔译硕士（专业硕士）(A050212),英语口译硕士（专业硕士）(A050213)","英语(B050201),商务英语(B050262)",,否,否,否,女性,肇庆
广东省监狱管理局,5990001,四会监狱二级警长以下,59900012554300 ,外语翻译类职位;从事女性服刑人员外语翻译工作,2,本科以上,学士以上,"法语语言文学(A050203),法语笔译硕士（专业硕士）(A050218),法语口译硕士（专业硕士）(A050219)",法语(B050204),,否,否,否,女性,肇庆
广东省监狱管理局,5990001,番禺监狱二级警长以下,59900012554301 ,外语翻译类职位;从事外语翻译工作,2,本科以上,学士以上,"英语语言文学(A050201),英语笔译硕士（专业硕士）(A050212),英语口译硕士（专业硕士）(A050213)","英语(B050201),商务英语(B050262)",,否,否,否,男性,广州
广东省监狱管理局,5990001,番禺监狱二级警长以下,59900012554302 ,外语翻译类职位;从事外语翻译工作,1,本科以上,学士以上,"法语语言文学(A050203),法语笔译硕士（专业硕士）(A050218),法语口译硕士（专业硕士）(A050219)",法语(B050204),,否,否,否,男性,广州
广东省监狱管理局,5990001,女子监狱二级警长以下,59900012554303 ,外语翻译类职位;从事外语翻译工作,1,本科以上,学士以上,"英语语言文学(A050201),英语笔译硕士（专业硕士）(A050212),英语口译硕士（专业硕士）(A050213)","英语(B050201),商务英语(B050262)",,否,否,否,女性,广州
广东省监狱管理局,5990001,女子监狱二级警长以下,59900012554304 ,外语翻译类职位;从事外语翻译工作,1,本科以上,学士以上,"俄语语言文学(A050202),西班牙语语言文学(A050207),俄语笔译硕士（专业硕士）(A050214),俄语口译硕士（专业硕士）(A050215),西班牙语笔译硕士（专业硕士）(A050224),西班牙语口译硕士（专业硕士）(A050225)","俄语(B050202),西班牙语(B050205)",,否,否,否,女性,广州
广东省监狱管理局,5990001,女子监狱二级警长以下,59900012554305 ,外语翻译类职位;从事外语翻译工作,1,本科以上,学士以上,"越南语笔译硕士（专业硕士）(A050232),越南语口译硕士（专业硕士）(A050233)","菲律宾语(B050210),越南语(B050223),斯瓦希里语(B050225)",,否,否,否,女性,广州
广东省监狱管理局,5990001,东莞监狱二级警长以下,59900012554306 ,外语翻译类职位;从事外语翻译工作,2,本科以上,学士以上,"英语语言文学(A050201),英语笔译硕士（专业硕士）(A050212),英语口译硕士（专业硕士）(A050213)","英语(B050201),商务英语(B050262)",,否,否,否,男性,东莞
广东省监狱管理局,5990001,东莞监狱二级警长以下,59900012554307 ,外语翻译类职位;从事外语翻译工作,2,本科以上,学士以上,"越南语笔译硕士（专业硕士）(A050232),越南语口译硕士（专业硕士）(A050233)","缅甸语(B050216),乌尔都语(B050221),越南语(B050223)",,否,否,否,男性,东莞
广东省监狱管理局,5990001,英德监狱二级警长以下,59900012554308 ,司法行政部门心理矫正类职位;从事监狱教育改造工作,4,本科以上,学士以上,心理学(A0402),心理学类(B0712),,否,否,否,男性,清远
广东省监狱管理局,5990001,四会监狱二级警长以下,59900012554309 ,司法行政部门心理矫正类职位;从事女性服刑人员教育改造工作,4,本科以上,学士以上,心理学(A0402),心理学类(B0712),,否,否,否,女性,肇庆
广东省监狱管理局,5990001,高明监狱二级警长以下,59900012554310 ,司法行政部门心理矫正类职位;从事监狱教育改造工作,3,本科以上,学士以上,心理学(A0402),心理学类(B0712),,否,否,否,男性,佛山
广东省监狱管理局,5990001,北江监狱二级警长以下,59900012554311 ,司法行政部门心理矫正类职位;从事监狱教育改造工作,2,本科以上,学士以上,心理学(A0402),心理学类(B0712),,否,否,否,男性,韶关
广东省监狱管理局,5990001,韶关监狱二级警长以下,59900012554312 ,司法行政部门心理矫正类职位;从事监狱教育改造工作,2,本科以上,学士以上,心理学(A0402),心理学类(B0712),,否,否,否,男性,韶关
广东省监狱管理局,5990001,番禺监狱二级警长以下,59900012554313 ,司法行政部门心理矫正类职位;从事监狱教育改造工作,3,本科以上,学士以上,心理学(A0402),心理学类(B0712),,否,否,否,男性,广州
广东省监狱管理局,5990001,河源监狱二级警长以下,59900012554314 ,司法行政部门心理矫正类职位;从事监狱教育改造工作,2,本科以上,学士以上,心理学(A0402),心理学类(B0712),,否,否,否,男性,河源
广东省监狱管理局,5990001,乐昌监狱二级警长以下,59900012554315 ,司法行政部门心理矫正类职位;从事监狱教育改造工作,2,本科以上,学士以上,心理学(A0402),心理学类(B0712),,否,否,否,男性,韶关
广东省监狱管理局,5990001,女子监狱二级警长以下,59900012554316 ,司法行政部门心理矫正类职位;从事监狱教育改造工作,2,本科以上,学士以上,心理学(A0402),心理学类(B0712),,否,否,否,女性,广州
广东省监狱管理局,5990001,东莞监狱二级警长以下,59900012554317 ,司法行政部门心理矫正类职位;从事监狱教育改造工作,3,本科以上,学士以上,心理学(A0402),心理学类(B0712),,否,否,否,男性,东莞
广东省监狱管理局,5990001,梅州监狱二级警长以下,59900012554318 ,司法行政部门心理矫正类职位;从事监狱教育改造工作,1,本科以上,学士以上,心理学(A0402),心理学类(B0712),,否,否,否,男性,梅州
广东省监狱管理局,5990001,惠州监狱二级警长以下,59900012554319 ,司法行政部门心理矫正类职位;从事监狱教育改造工作,3,本科以上,学士以上,心理学(A0402),心理学类(B0712),,否,否,否,男性,惠州
广东省监狱管理局,5990001,阳春监狱二级警长以下,59900012554320 ,司法行政部门心理矫正类职位;从事监狱教育改造工作,2,本科以上,学士以上,心理学(A0402),心理学类(B0712),,否,否,否,男性,阳江
广东省监狱管理局,5990001,从化监狱二级警长以下,59900012554321 ,司法行政部门心理矫正类职位;从事监狱教育改造工作,2,本科以上,学士以上,心理学(A0402),心理学类(B0712),,否,否,否,男性,广州
广东省监狱管理局,5990001,武江监狱二级警长以下,59900012554322 ,司法行政部门心理矫正类职位;从事监狱教育改造工作,2,本科以上,学士以上,心理学(A0402),心理学类(B0712),,否,否,否,男性,韶关
广东省监狱管理局,5990001,茂名监狱二级警长以下,59900012554323 ,司法行政部门心理矫正类职位;从事监狱教育改造工作,2,本科以上,学士以上,心理学(A0402),心理学类(B0712),,否,否,否,男性,茂名
广东省监狱管理局,5990001,佛山监狱二级警长以下,59900012554324 ,司法行政部门心理矫正类职位;从事监狱教育改造工作,2,本科以上,学士以上,心理学(A0402),心理学类(B0712),,否,否,否,男性,佛山
广东省监狱管理局,5990001,江门监狱二级警长以下,59900012554325 ,司法行政部门心理矫正类职位;从事监狱教育改造工作,1,本科以上,学士以上,心理学(A0402),心理学类(B0712),,否,否,否,男性,江门
广东省戒毒管理局,5990002,广东省三水强制隔离戒毒所四级警长以下,59900022554001 ,从事强制隔离戒毒人员管理、教育等工作,2,本科,学士,,"汉语言文学(B050101),汉语言(B050102)",,否,否,否,男性,佛山
广东省戒毒管理局,5990002,广东省第一强制隔离戒毒所四级警长以下,59900022554002 ,从事强制隔离戒毒人员管理、教育等工作,1,本科,学士,,"计算机科学与技术(B080901),网络工程(B080903)",,否,否,否,男性,广州
广东省戒毒管理局,5990002,广东省第一强制隔离戒毒所四级警长以下,59900022554003 ,从事强制隔离戒毒人员管理、教育等工作,1,本科,学士,,"土木工程(B081101),给排水科学与工程(B081103),工程造价(B120105)",,否,否,否,男性,广州
广东省戒毒管理局,5990002,广东省第一强制隔离戒毒所四级警长以下,59900022554004 ,从事强制隔离戒毒人员管理、教育等工作,1,本科,学士,,"法学(B030101),司法警察学(B030106),社区矫正(B030107)",,否,否,否,男性,广州
广东省戒毒管理局,5990002,广东省第一强制隔离戒毒所四级警长以下,59900022554005 ,从事强制隔离戒毒人员管理、教育等工作,1,本科,学士,,"汉语言文学(B050101),汉语言(B050102)",,否,否,否,男性,广州
广东省戒毒管理局,5990002,广东省法制教育所二级警长以下,59900022554006 ,从事法制教育工作,1,本科以上,学士以上,思想政治教育(A030505),"思想政治教育(B030503),马克思主义理论(B030504)",,否,否,否,,佛山
广东省戒毒管理局,5990002,广东省三水戒毒康复管理所四级警长以下,59900022554007 ,从事戒毒人员管理、教育等工作,1,本科,学士,,"法学(B030101),司法警察学(B030106),社区矫正(B030107)",,否,否,否,男性,佛山
广东省戒毒管理局,5990002,广东省三水戒毒康复管理所四级警长以下,59900022554008 ,从事戒毒人员管理、教育等工作,2,本科,学士,,"会计学(B120203),审计学(B120207)",,否,否,否,,佛山
广东省广州花都监狱,5010002,一级警员,50100022554001 ,信息通信类职位;从事监狱管理、罪犯教育改造及计算机、信息网络化工作,2,本科,学士,,"软件工程(B080902),信息安全(B080904)",,否,否,应届毕业生,男性,广州
广东省广州花都监狱,5010002,一级警员,50100022554002 ,金融财会类职位;从事监狱管理、罪犯教育改造及监狱财务会计相关工作,2,本科,学士,,"会计学(B120203),审计学(B120207)",,否,否,否,男性,广州
广东省广州花都监狱,5010002,一级警员,50100022554003 ,从事监狱管理和罪犯教育改造工作,2,本科,学士,,法学类(B0301),,否,否,应届毕业生,男性,广州
广东省广州女子监狱,5010003,一级警员,50100032554001 ,从事监狱管理和教育改造工作,3,本科,学士,,"监狱学(B030103),司法警察学(B030106)",,否,否,应届毕业生,女性,广州
广东省广州女子监狱,5010003,一级警员,50100032554002 ,司法行政部门心理矫正类职位;从事监狱教育改造工作,1,本科,学士,,心理学类(B0712),,否,否,否,女性,广州
广东省广州女子监狱,5010003,一级警员,50100032554003 ,从事监狱管理和教育改造工作,2,本科,学士,,"社会学(B030301),社会工作(B030302)",,否,否,否,女性,广州
广东省广州女子监狱,5010003,一级警员,50100032554004 ,从事监狱管理和教育改造工作,1,本科,学士,,"会计学(B120203),财务管理(B120204)",,否,否,否,女性,广州
广东省广州女子监狱,5010003,一级警员,50100032554005 ,从事监狱管理和教育改造工作,1,本科,学士,,不限,,否,否,否,女性,广州
广东省广州新华监狱,5010004,一级警员,50100042554001 ,从事监狱管理和教育改造工作,1,本科,学士,,法学类(B0301),,否,否,应届毕业生,男性,广州
广东省广州新华监狱,5010004,二级警长以下,50100042554002 ,从事监狱机关或监区一线执法工作，需轮班值班工作,1,大专以上,不限,不限,不限,不限,否,否,否,男性;面向“服务基层项目人员和退役大学生士兵”专门职位;录用后需在录用单位工作满5年,广州
广东省广州新华监狱,5010004,二级警长以下,50100042554003 ,司法行政部门狱医类职位;从事监狱罪犯的日常医疗，需轮班值班工作,1,本科以上,学士以上,临床医学(A1002),临床医学类(B1003),,否,否,否,男性;具有临床执业医师资格,广州
广东省广州新华监狱,5010004,二级警长以下,50100042554004 ,司法行政部门狱医类职位;从事监狱医院检验类岗位，需轮班值班工作,1,本科以上,学士以上,"临床检验诊断学(A100208),临床检验诊断学硕士（专业硕士）(A100226)",医学检验技术(B100401),,否,否,否,男性;具有卫生专业技术资格（临床医学检验专业）,广州
深圳监狱,5020001,二级警长以下,50200012554001 ,司法行政部门狱医类职位;从事监狱医务管理及一线值班备勤工作,2,本科以上,学士以上,"护理学(A100209),护理硕士（专业硕士）(A100228)",护理学(B100501),,否,是,否,男性;具有护士执业资格证书或卫生专业技术资格（护理学专业）,深圳
深圳监狱,5020001,二级警长以下,50200012554002 ,司法行政部门狱医类职位;从事监狱医务管理及一线值班备勤工作,1,本科以上,学士以上,"临床检验诊断学(A100208),临床检验诊断学硕士（专业硕士）(A100226)",医学检验技术(B100401),,否,是,否,男性;具有执业医师资格（临床医学检验技术）,深圳
深圳监狱,5020001,二级警长以下,50200012554003 ,司法行政部门狱医类职位;从事监狱医务管理及一线值班备勤工作,1,本科以上,学士以上,"放射医学(A100106),放射影像学（专业硕士）(A100242)",放射医学(B100306),,否,是,否,男性;具有执业医师资格（临床医学影像）,深圳
深圳监狱,5020001,二级警长以下,50200012554004 ,信息通信类职位;从事男子监狱通信管理、信息化建设、网络信息安全及一线值班备勤工作,2,本科以上,学士以上,"计算机应用技术(A081203),软件工程(A0835),计算机技术硕士（专业硕士）(A084004),软件工程硕士（专业硕士）(A084005),大数据技术与工程硕士（专业硕士）(A084011),网络与信息安全硕士（专业硕士）(A084012)","计算机科学与技术(B080901),软件工程(B080902),网络工程(B080903),信息安全(B080904),数据科学与大数据技术(B080910)",,否,是,否,男性,深圳
深圳监狱,5020001,二级警长以下,50200012554005 ,金融财会类职位;从事财务管理及一线值班备勤等工作,2,本科以上,学士以上,"财政学（含∶税收学）(A020203),审计硕士（专业硕士）(A020218),会计学(A120201),企业管理（含：财务管理、市场营销、人力资源管理）(A120202),会计硕士（专业硕士）(A120206)","财政学类(B0202),会计学(B120203),财务管理(B120204),审计学(B120207)",,否,是,否,男性;企业管理（限：财务管理）（A120202）,深圳
深圳监狱,5020001,二级警长以下,50200012554006 ,司法行政部门心理矫正类职位;从事男子监狱服刑人员的心理矫治及一线值班备勤工作,2,本科以上,学士以上,心理学(A0402),心理学类(B0712),,否,是,否,男性,深圳
深圳监狱,5020001,二级警长以下,50200012554007 ,从事男子监狱狱政管理、刑罚执行及一线值班备勤工作,4,本科以上,学士以上,法学(A0301),法学类(B0301),,否,是,2025届高校毕业生,男性,深圳
深圳监狱,5020001,二级警长以下,50200012554008 ,从事男子监狱狱政管理、刑罚执行及一线值班备勤工作,4,本科以上,学士以上,法学(A0301),法学类(B0301),,否,是,应届毕业生,男性,深圳
深圳监狱,5020001,二级警长以下,50200012554009 ,从事男子监狱狱政管理、刑罚执行及一线值班备勤工作,4,大专以上,不限,法学(A0301),法学类(B0301),"法律执行类(C0302),司法技术类(C0303)",否,是,否,男性,深圳
深圳监狱,5020001,二级警长以下,50200012554010 ,从事男子监狱狱政管理、刑罚执行及一线值班备勤工作,2,本科以上,学士以上,公安学(A0306),"侦查学(B030602),犯罪学(B030611)",,否,是,否,男性,深圳
深圳监狱,5020001,二级警长以下,50200012554011 ,从事男子监狱服刑人员管理、消防安全管理及一线值班备勤工作,2,本科以上,学士以上,"安全科学与工程(A0837),公安技术(A0838),安全工程硕士（专业硕士）(A084202)","安全工程(B083001),消防工程(B083102)",,否,是,否,男性,深圳
深圳监狱,5020001,二级警长以下,50200012554012 ,从事男子监狱服刑人员的教育与行为矫正及一线值班备勤工作,2,本科以上,学士以上,体育学(A0403),"体育教育(B040201),运动训练(B040202),社会体育指导与管理(B040203)",,否,是,否,男性,深圳
深圳监狱,5020001,二级警长以下,50200012554013 ,从事男子监狱服刑人员的教育与行为矫正工作及一线值班备勤工作,1,本科以上,学士以上,"新闻与传播硕士（专业硕士）(A050303),广播电视艺术学(A130305),广播电视硕士（专业硕士）(A130306)","广播电视学(B050302),广播电视编导(B130305),影视摄影与制作(B130311)",,否,是,否,男性,深圳
深圳监狱,5020001,二级警长以下,50200012554014 ,从事男子监狱服刑人员统计分析、数据调研分析及一线值班备勤工作,1,本科以上,学士以上,"数学(A0701),统计学(A0714)","数学与应用数学(B070101),信息与计算科学(B070102),应用统计学(B071102)",,否,是,否,男性,深圳
深圳市司法局第二强制隔离戒毒所,5020003,二级警长以下,50200032554001 ,司法行政部门狱医类职位;从事男子强制隔离戒毒所的戒毒人员医务、一线值班备勤等工作,1,本科以上,学士以上,"精神病与精神卫生学(A100205),精神病与精神卫生学硕士（专业硕士）(A100223)","临床医学(B100301),精神医学(B100305)",,否,是,否,男性;具有执业医师资格,深圳
深圳市司法局第二强制隔离戒毒所,5020003,二级警长以下,50200032554002 ,从事男子强制隔离戒毒所的法律教育及一线值班备勤等工作,2,本科以上,学士以上,法学(A0301),法学类(B0301),,否,是,应届毕业生,男性,深圳
汕头市强制隔离戒毒所,5040001,三大队二级警长以下,50400012554001 ,从事强制隔离戒毒和法律事务工作,1,本科以上,学士以上,法学(A0301),法学类(B0301),,否,否,应届毕业生,男性,汕头
汕头市强制隔离戒毒所,5040001,警戒护卫大队二级警长以下,50400012554002 ,从事强制隔离戒毒和法律事务工作,1,本科以上,学士以上,不限,不限,,否,否,应届毕业生,男性,汕头
韶关市强制隔离戒毒所,5060001,三大队四级警长以下,50600012554001 ,司法行政部门狱医类职位;从事场所戒毒人员医疗保障工作,1,本科以上,学士以上,精神病与精神卫生学(A100205),"临床医学(B100301),精神医学(B100305)",,否,否,否,男性;具有执业医师资格,韶关
韶关市强制隔离戒毒所,5060001,办公室四级警长以下,50600012554002 ,从事场所法律知识宣讲、适用及档案管理等工作,1,本科以上,学士以上,民商法学（含：劳动法学、社会保障法学）(A030105),"法学(B030101),监狱学(B030103),司法警察学(B030106),档案学(B120502)",,否,否,否,男性,韶关
中山市强制隔离戒毒所,5120001,四大队一级警员,51200012554001 ,从事戒毒人员教育矫治工作,2,本科以上,学士以上,法学(A0301),"法学(B030101),监狱学(B030103),司法警察学(B030106),社区矫正(B030107)",,否,否,应届毕业生,男性,中山
中山市强制隔离戒毒所,5120001,二大队一级警员,51200012554002 ,从事戒毒人员教育矫治工作,3,本科,学士,,"法学(B030101),监狱学(B030103),司法警察学(B030106),社区矫正(B030107)",,否,否,应届毕业生,男性,中山
中山市强制隔离戒毒所,5120001,二大队二级警长以下,51200012554003 ,从事戒毒人员教育矫治工作,1,大专以上,不限,不限,不限,不限,否,否,否,男性;面向“服务基层项目人员和退役大学生士兵”专门职位;录用后需在录用单位工作满5年,中山
中山市强制隔离戒毒所,5120001,三大队一级警员,51200012554004 ,从事戒毒人员康复训练相关工作,1,本科,学士,,"体育教育(B040201),运动训练(B040202),体能训练(B040208)",,否,否,否,男性,中山
